tick,time,Steer,Brake,Throttle,Distance_Bicycle,Distance_Motorbike,Distance_SmallCar,Location_X,Location_Y,Location_Z,Rotation_Pitch,Rotation_Yaw,Rotation_Roll,Speed_kmh,Heading,GNSS_Latitude,GNSS_Longitude,Height,Reverse,Hand_Brake,Manual,Gear,Collision_History,Nearby_Vehicles_Count,Nearby_Vehicles_Details
10,21:45:55:523,-0.011883607134222984,0.0,0.9906898140907288,162.82981627783548,366.88746051308624,581.1726131636515,-433.898193359375,34.899749755859375,-0.0760691836476326,0.289156049489975,-0.00201416015625,-0.502166748046875,1.3780447979454873,N,,,,False,False,False,N,,,
11,21:45:55:549,-0.011883607134222984,0.0,0.9906898140907288,162.82957415033462,366.887037671633,581.1726526184713,-433.8980712890625,34.89957809448242,-0.06917888671159744,0.31116291880607605,-0.0024108882062137127,-0.5345458984375,1.298574873843162,N,,,,False,False,False,N,,,
12,21:45:55:571,-0.011883607134222984,0.0,0.9906898140907288,162.82957415033462,366.887037671633,581.1726526184713,-433.8980712890625,34.89957809448242,-0.06917888671159744,0.31116291880607605,-0.0024108882062137127,-0.5345458984375,1.298574873843162,N,,,,False,False,False,N,,,
13,21:45:55:591,-0.011883607134222984,0.0,0.9906898140907288,162.82957415033462,366.887037671633,581.1726526184713,-433.8980712890625,34.89957809448242,-0.06917888671159744,0.31116291880607605,-0.0024108882062137127,-0.5345458984375,1.298574873843162,N,,,,False,False,False,N,,,
14,21:45:55:619,-0.011883607134222984,0.0,0.9906898140907288,162.8294937500376,366.88562211803327,581.1738165308716,-433.8983459472656,34.899139404296875,-0.046347349882125854,0.27576205134391785,-0.0018005369929596782,-0.4620056450366974,0.9051496360097289,N,,,,False,False,False,N,,,
15,21:45:55:633,-0.011883607134222984,0.0,0.9906898140907288,162.82958272090568,366.8855957817704,581.1741129152837,-433.89849853515625,34.89908981323242,-0.04249671846628189,0.2573000490665436,-0.0014953612117096782,-0.4301147758960724,0.819549970395305,N,,,,False,False,False,N,,,
16,21:45:55:654,-0.011883607134222984,0.0,0.9906898140907288,162.82966983274363,366.88550251443763,581.1744079087006,-433.89862060546875,34.8990478515625,-0.03834548965096474,0.23333290219306946,-0.0011596678523346782,-0.389434814453125,0.7209610186393051,N,,,,False,False,False,N,,,
17,21:45:55:675,-0.011883607134222984,0.0,0.9906898140907288,162.82976340907518,366.8854421473575,581.1746827388495,-433.89874267578125,34.89902114868164,-0.03491149842739105,0.21076597273349762,-0.0008850099402479827,-0.351715087890625,0.6334453971649613,N,,,,False,False,False,N,,,
18,21:45:55:697,-0.011883607134222984,0.0,0.9906898140907288,162.829888556797,366.8854360762947,581.1750360956363,-433.89892578125,34.89900588989258,-0.031540412455797195,0.18638218939304352,-0.0005798339261673391,-0.311431884765625,0.5417258426270986,N,,,,False,False,False,N,,,
19,21:45:55:713,-0.011883607134222984,0.0,0.9906898140907288,162.829888556797,366.8854360762947,581.1750360956363,-433.89892578125,34.89900588989258,-0.031540412455797195,0.18638218939304352,-0.0005798339261673391,-0.311431884765625,0.5417258426270986,N,,,,False,False,False,N,,,
20,21:45:55:738,-0.011883607134222984,0.0,0.9906898140907288,162.829888556797,366.8854360762947,581.1750360956363,-433.89892578125,34.89900588989258,-0.031540412455797195,0.18638218939304352,-0.0005798339261673391,-0.311431884765625,0.5417258426270986,N,,,,False,False,False,N,,,
21,21:45:55:764,-0.011883607134222984,0.0,0.9932669997215271,162.83026601486043,366.8848806430013,581.176234894358,-433.89947509765625,34.89900207519531,-0.023500708863139153,0.1131967157125473,4.784862176165916e-05,-0.192047119140625,0.2880637251478883,N,,,,False,False,False,N,,,
22,21:45:55:779,-0.011883607134222984,0.0,0.9932669997215271,162.83026601486043,366.8848806430013,581.176234894358,-433.89947509765625,34.89900207519531,-0.023500708863139153,0.1131967157125473,4.784862176165916e-05,-0.192047119140625,0.2880637251478883,N,,,,False,False,False,N,,,
23,21:45:55:805,-0.011883607134222984,0.0,0.9932669997215271,162.83049098701284,366.8848823799096,581.1766970680331,-433.89971923828125,34.89901351928711,-0.02091682329773903,0.0831507220864296,0.00022394157713279128,-0.143310546875,0.18495098286067763,N,,,,False,False,False,N,,,
24,21:45:55:827,-0.011883607134222984,0.0,0.9932669997215271,162.83057633066298,366.88488274852176,581.176934063987,-433.89984130859375,34.89902114868164,-0.019911421462893486,0.06973622739315033,0.0002868029987439513,-0.12152097374200821,0.14537467099254014,N,,,,False,False,False,N,,,
